Employee #,Month,Year,Date,Time-in,Time-out,Number of Hours Attended,Hourly Rate,Rice Subsidy,Phone Allowance,Clothing Allowance
13,October,2022,10/17/2022,8:00,17:00,9,377.98,0,0,0
14,October,2022,10/17/2022,8:00,17:00,9,138.39,0,0,0
15,October,2022,10/17/2022,8:00,17:00,9,138.39,0,0,0
16,October,2022,10/17/2022,8:00,17:00,9,142.86,0,0,0
17,October,2022,10/17/2022,8:00,17:00,9,133.93,0,0,0
18,October,2022,10/17/2022,8:00,17:00,9,133.93,0,0,0
19,October,2022,10/17/2022,8:00,17:00,9,142.86,0,0,0
20,October,2022,10/17/2022,8:00,17:00,9,147.32,0,0,0
21,October,2022,10/17/2022,8:00,17:00,9,147.32,0,0,0
22,October,2022,10/17/2022,8:00,17:00,9,142.86,0,0,0
23,October,2022,10/17/2022,8:00,17:00,9,133.93,0,0,0
24,October,2022,10/17/2022,8:00,17:00,9,133.93,0,0,0
25,October,2022,10/17/2022,8:00,17:00,9,133.93,0,0,0
1,October,2022,10/18/2022,8:00,17:00,9,373.04,0,0,0
2,October,2022,10/18/2022,8:00,17:00,9,255.8,0,0,0
3,October,2022,10/18/2022,8:00,17:00,9,255.8,0,0,0
4,October,2022,10/18/2022,8:00,17:00,9,362.05,0,0,0
5,October,2022,10/18/2022,8:00,17:00,9,133.93,0,0,0
6,October,2022,10/18/2022,8:00,17:00,9,133.93,0,0,0
7,October,2022,10/18/2022,8:00,17:00,9,142.86,0,0,0
8,October,2022,10/18/2022,8:00,17:00,9,142.86,0,0,0
9,October,2022,10/18/2022,8:00,17:00,9,133.93,0,0,0
10,October,2022,10/18/2022,8:00,17:00,9,133.93,0,0,0
11,October,2022,10/18/2022,8:00,17:00,9,229.02,0,0,0
12,October,2022,10/18/2022,8:00,17:00,9,249.11,0,0,0
13,October,2022,10/18/2022,10:00,17:00,7,377.98,0,0,0
14,October,2022,10/18/2022,10:00,17:00,7,138.39,0,0,0
15,October,2022,10/18/2022,10:00,17:00,7,138.39,0,0,0
16,October,2022,10/18/2022,0:00,0:00,0,142.86,0,0,0
17,October,2022,10/18/2022,10:00,17:00,7,133.93,0,0,0
18,October,2022,10/18/2022,10:00,17:00,7,133.93,0,0,0
19,October,2022,10/18/2022,10:00,17:00,7,142.86,0,0,0
20,October,2022,10/18/2022,10:00,17:00,7,147.32,0,0,0
21,October,2022,10/18/2022,10:00,17:00,7,147.32,0,0,0
22,October,2022,10/18/2022,10:00,17:00,7,142.86,0,0,0
23,October,2022,10/18/2022,10:00,17:00,7,133.93,0,0,0
24,October,2022,10/18/2022,10:00,17:00,7,133.93,0,0,0
25,October,2022,10/18/2022,10:00,17:00,7,133.93,0,0,0
1,October,2022,10/19/2022,8:00,17:00,9,373.04,0,0,0
2,October,2022,10/19/2022,8:00,17:00,9,255.8,0,0,0
3,October,2022,10/19/2022,8:00,17:00,9,255.8,0,0,0
4,October,2022,10/19/2022,8:00,17:00,9,362.05,0,0,0
5,October,2022,10/19/2022,8:00,17:00,9,133.93,0,0,0
6,October,2022,10/19/2022,8:00,17:00,9,133.93,0,0,0
7,October,2022,10/19/2022,8:00,17:00,9,142.86,0,0,0
8,October,2022,10/19/2022,8:00,17:00,9,142.86,0,0,0
9,October,2022,10/19/2022,8:00,17:00,9,133.93,0,0,0
10,October,2022,10/19/2022,8:00,17:00,9,133.93,0,0,0
11,October,2022,10/19/2022,8:00,17:00,9,229.02,0,0,0
12,October,2022,10/19/2022,8:00,17:00,9,249.11,0,0,0
13,October,2022,10/19/2022,8:00,17:00,9,377.98,0,0,0
14,October,2022,10/19/2022,8:00,17:00,9,138.39,0,0,0
15,October,2022,10/19/2022,8:00,17:00,9,138.39,0,0,0
16,October,2022,10/19/2022,8:00,17:00,9,142.86,0,0,0
17,October,2022,10/19/2022,8:00,17:00,9,133.93,0,0,0
18,October,2022,10/19/2022,8:00,17:00,9,133.93,0,0,0
19,October,2022,10/19/2022,8:00,17:00,9,142.86,0,0,0
20,October,2022,10/19/2022,8:00,17:00,9,147.32,0,0,0
21,October,2022,10/19/2022,8:00,17:00,9,147.32,0,0,0
22,October,2022,10/19/2022,8:00,17:00,9,142.86,0,0,0
23,October,2022,10/19/2022,8:00,17:00,9,133.93,0,0,0
24,October,2022,10/19/2022,8:00,17:00,9,133.93,0,0,0
25,October,2022,10/19/2022,8:00,17:00,9,133.93,0,0,0
1,October,2022,10/20/2022,8:00,17:00,9,373.04,0,0,0
2,October,2022,10/20/2022,8:00,17:00,9,255.8,0,0,0
3,October,2022,10/20/2022,8:00,17:00,9,255.8,0,0,0
4,October,2022,10/20/2022,8:00,17:00,9,362.05,0,0,0
5,October,2022,10/20/2022,8:00,17:00,9,133.93,0,0,0
6,October,2022,10/20/2022,8:00,17:00,9,133.93,0,0,0
7,October,2022,10/20/2022,8:27,17:00,8.55,142.86,0,0,0
8,October,2022,10/20/2022,8:01,17:00,8.98,142.86,0,0,0
9,October,2022,10/20/2022,8:05,17:00,8.92,133.93,0,0,0
10,October,2022,10/20/2022,8:00,17:00,9,133.93,0,0,0
11,October,2022,10/20/2022,8:00,17:00,9,229.02,0,0,0
12,October,2022,10/20/2022,8:00,17:00,9,249.11,0,0,0
13,October,2022,10/20/2022,8:00,17:00,9,377.98,0,0,0
14,October,2022,10/20/2022,8:00,17:00,9,138.39,0,0,0
15,October,2022,10/20/2022,8:00,17:00,9,138.39,0,0,0
16,October,2022,10/20/2022,8:28,17:00,8.53,142.86,0,0,0
17,October,2022,10/20/2022,8:00,17:00,9,133.93,0,0,0
18,October,2022,10/20/2022,8:00,17:00,9,133.93,0,0,0
19,October,2022,10/20/2022,8:00,17:00,9,142.86,0,0,0
20,October,2022,10/20/2022,8:00,17:00,9,147.32,0,0,0
21,October,2022,10/20/2022,8:11,17:00,8.82,147.32,0,0,0
22,October,2022,10/20/2022,8:00,17:00,9,142.86,0,0,0
23,October,2022,10/20/2022,8:00,17:00,9,133.93,0,0,0
24,October,2022,10/20/2022,8:21,17:00,8.65,133.93,0,0,0
25,October,2022,10/20/2022,8:00,17:00,9,133.93,0,0,0
1,October,2022,10/21/2022,8:00,17:00,9,373.04,0,0,0
2,October,2022,10/21/2022,8:00,17:00,9,255.8,0,0,0
3,October,2022,10/21/2022,8:00,17:00,9,255.8,0,0,0
4,October,2022,10/21/2022,8:00,17:00,9,362.05,0,0,0
5,October,2022,10/21/2022,8:00,17:00,9,133.93,0,0,0
6,October,2022,10/21/2022,8:00,17:00,9,133.93,0,0,0
7,October,2022,10/21/2022,8:00,17:00,9,142.86,0,0,0
8,October,2022,10/21/2022,8:00,17:00,9,142.86,0,0,0
9,October,2022,10/21/2022,8:00,17:00,9,133.93,0,0,0
10,October,2022,10/21/2022,0:00,0:00,0,133.93,0,0,0
11,October,2022,10/21/2022,8:00,17:00,9,229.02,0,0,0
12,October,2022,10/21/2022,8:00,17:00,9,249.11,0,0,0
13,October,2022,10/21/2022,8:00,17:00,9,377.98,0,0,0
14,October,2022,10/21/2022,8:00,17:00,9,138.39,0,0,0
15,October,2022,10/21/2022,8:00,17:00,9,138.39,0,0,0
16,October,2022,10/21/2022,8:00,17:00,9,142.86,0,0,0
17,October,2022,10/21/2022,8:00,17:00,9,133.93,0,0,0
18,October,2022,10/21/2022,8:00,17:00,9,133.93,0,0,0
19,October,2022,10/21/2022,8:00,17:00,9,142.86,0,0,0
20,October,2022,10/21/2022,8:00,17:00,9,147.32,0,0,0
21,October,2022,10/21/2022,8:00,17:00,9,147.32,0,0,0
22,October,2022,10/21/2022,8:00,17:00,9,142.86,0,0,0
23,October,2022,10/21/2022,8:00,17:00,9,133.93,0,0,0
24,October,2022,10/21/2022,8:00,17:00,9,133.93,0,0,0
25,October,2022,10/21/2022,8:00,17:00,9,133.93,0,0,0
1,October,2022,10/24/2022,8:00,17:00,9,373.04,0,0,0
2,October,2022,10/24/2022,8:00,17:00,9,255.8,0,0,0
3,October,2022,10/24/2022,8:00,17:00,9,255.8,0,0,0
4,October,2022,10/24/2022,8:00,17:00,9,362.05,0,0,0
5,October,2022,10/24/2022,8:15,17:00,8.75,133.93,0,0,0
6,October,2022,10/24/2022,8:00,17:00,9,133.93,0,0,0
7,October,2022,10/24/2022,8:00,17:00,9,142.86,0,0,0
8,October,2022,10/24/2022,8:00,17:00,9,142.86,0,0,0
9,October,2022,10/24/2022,8:00,17:00,9,133.93,0,0,0
10,October,2022,10/24/2022,8:00,17:00,9,133.93,0,0,0
11,October,2022,10/24/2022,10:30,17:00,6.5,229.02,0,0,0
12,October,2022,10/24/2022,8:00,17:00,9,249.11,0,0,0
13,October,2022,10/24/2022,8:00,17:00,9,377.98,0,0,0
14,October,2022,10/24/2022,8:00,17:00,9,138.39,0,0,0
15,October,2022,10/24/2022,8:00,17:00,9,138.39,0,0,0
16,October,2022,10/24/2022,8:00,17:00,9,142.86,0,0,0
17,October,2022,10/24/2022,8:00,17:00,9,133.93,0,0,0
18,October,2022,10/24/2022,8:00,17:00,9,133.93,0,0,0
19,October,2022,10/24/2022,8:00,17:00,9,142.86,0,0,0
20,October,2022,10/24/2022,8:00,17:00,9,147.32,0,0,0
21,October,2022,10/24/2022,13:00,17:00,4,147.32,0,0,0
22,October,2022,10/24/2022,8:00,17:00,9,142.86,0,0,0
23,October,2022,10/24/2022,8:00,17:00,9,133.93,0,0,0
24,October,2022,10/24/2022,8:00,17:00,9,133.93,0,0,0
25,October,2022,10/24/2022,8:00,17:00,9,133.93,0,0,0
1,October,2022,10/25/2022,8:00,17:00,9,373.04,0,0,0
2,October,2022,10/25/2022,8:00,17:00,9,255.8,0,0,0
3,October,2022,10/25/2022,11:30,17:00,5.5,255.8,0,0,0
4,October,2022,10/25/2022,8:00,17:00,9,362.05,0,0,0
5,October,2022,10/25/2022,8:00,17:00,9,133.93,0,0,0
6,October,2022,10/25/2022,8:00,17:00,9,133.93,0,0,0
7,October,2022,10/25/2022,8:00,17:00,9,142.86,0,0,0
8,October,2022,10/25/2022,8:10,17:00,8.83,142.86,0,0,0
9,October,2022,10/25/2022,8:00,17:00,9,133.93,0,0,0
10,October,2022,10/25/2022,8:00,17:00,9,133.93,0,0,0
11,October,2022,10/25/2022,8:00,17:00,9,229.02,0,0,0
12,October,2022,10/25/2022,8:00,17:00,9,249.11,0,0,0
13,October,2022,10/25/2022,8:00,17:00,9,377.98,0,0,0
14,October,2022,10/25/2022,8:00,17:00,9,138.39,0,0,0
15,October,2022,10/25/2022,8:00,17:00,9,138.39,0,0,0
16,October,2022,10/25/2022,8:00,17:00,9,142.86,0,0,0
17,October,2022,10/25/2022,8:05,17:00,8.92,133.93,0,0,0
18,October,2022,10/25/2022,8:00,17:00,9,133.93,0,0,0
19,October,2022,10/25/2022,8:00,17:00,9,142.86,0,0,0
20,October,2022,10/25/2022,8:00,17:00,9,147.32,0,0,0
21,October,2022,10/25/2022,8:00,17:00,9,147.32,0,0,0
22,October,2022,10/25/2022,8:00,17:00,9,142.86,0,0,0
23,October,2022,10/25/2022,9:00,17:00,8,133.93,0,0,0
24,October,2022,10/25/2022,8:00,17:00,9,133.93,0,0,0
25,October,2022,10/25/2022,8:00,17:00,9,133.93,0,0,0
1,October,2022,10/26/2022,8:00,17:00,9,373.04,0,0,0
2,October,2022,10/26/2022,8:00,17:00,9,255.8,0,0,0
3,October,2022,10/26/2022,8:00,17:00,9,255.8,0,0,0
4,October,2022,10/26/2022,8:00,17:00,9,362.05,0,0,0
5,October,2022,10/26/2022,8:00,17:00,9,133.93,0,0,0
6,October,2022,10/26/2022,8:00,17:00,9,133.93,0,0,0
7,October,2022,10/26/2022,8:00,17:00,9,142.86,0,0,0
8,October,2022,10/26/2022,8:00,17:00,9,142.86,0,0,0
9,October,2022,10/26/2022,8:00,17:00,9,133.93,0,0,0
10,October,2022,10/26/2022,8:00,17:00,9,133.93,0,0,0
11,October,2022,10/26/2022,8:00,17:00,9,229.02,0,0,0
12,October,2022,10/26/2022,8:00,17:00,9,249.11,0,0,0
13,October,2022,10/26/2022,8:00,17:00,9,377.98,0,0,0
14,October,2022,10/26/2022,8:00,17:00,9,138.39,0,0,0
15,October,2022,10/26/2022,8:00,17:00,9,138.39,0,0,0
16,October,2022,10/26/2022,8:00,17:00,9,142.86,0,0,0
17,October,2022,10/26/2022,8:00,17:00,9,133.93,0,0,0
18,October,2022,10/26/2022,8:00,17:00,9,133.93,0,0,0
19,October,2022,10/26/2022,8:00,17:00,9,142.86,0,0,0
20,October,2022,10/26/2022,8:00,17:00,9,147.32,0,0,0
21,October,2022,10/26/2022,8:00,17:00,9,147.32,0,0,0
22,October,2022,10/26/2022,8:00,17:00,9,142.86,0,0,0
23,October,2022,10/26/2022,8:00,17:00,9,133.93,0,0,0
24,October,2022,10/26/2022,8:00,17:00,9,133.93,0,0,0
25,October,2022,10/26/2022,8:00,17:00,9,133.93,0,0,0
1,October,2022,10/27/2022,8:00,17:00,9,373.04,0,0,0
2,October,2022,10/27/2022,8:00,17:00,9,255.8,0,0,0
3,October,2022,10/27/2022,8:00,17:00,9,255.8,0,0,0
4,October,2022,10/27/2022,8:00,17:00,9,362.05,0,0,0
5,October,2022,10/27/2022,8:00,17:00,9,133.93,0,0,0
6,October,2022,10/27/2022,8:00,17:00,9,133.93,0,0,0
7,October,2022,10/27/2022,8:00,17:00,9,142.86,0,0,0
8,October,2022,10/27/2022,8:00,17:00,9,142.86,0,0,0
9,October,2022,10/27/2022,8:00,17:00,9,133.93,0,0,0
10,October,2022,10/27/2022,8:00,17:00,9,133.93,0,0,0
11,October,2022,10/27/2022,8:00,17:00,9,229.02,0,0,0
12,October,2022,10/27/2022,8:00,17:00,9,249.11,0,0,0
13,October,2022,10/27/2022,10:00,17:00,7,377.98,0,0,0
14,October,2022,10/27/2022,10:00,17:00,7,138.39,0,0,0
15,October,2022,10/27/2022,10:00,17:00,7,138.39,0,0,0
16,October,2022,10/27/2022,10:00,17:00,7,142.86,0,0,0
17,October,2022,10/27/2022,10:00,17:00,7,133.93,0,0,0
18,October,2022,10/27/2022,0:00,0:00,0,133.93,0,0,0
19,October,2022,10/27/2022,10:00,17:00,7,142.86,0,0,0
20,October,2022,10/27/2022,10:00,17:00,7,147.32,0,0,0
21,October,2022,10/27/2022,10:00,17:00,7,147.32,0,0,0
22,October,2022,10/27/2022,10:00,17:00,7,142.86,0,0,0
23,October,2022,10/27/2022,10:00,17:00,7,133.93,0,0,0
24,October,2022,10/27/2022,10:00,17:00,7,133.93,0,0,0
25,October,2022,10/27/2022,10:00,17:00,7,133.93,0,0,0
1,October,2022,10/28/2022,8:00,17:00,9,373.04,0,0,0
2,October,2022,10/28/2022,8:00,17:00,9,255.8,0,0,0
3,October,2022,10/28/2022,8:00,17:00,9,255.8,0,0,0
4,October,2022,10/28/2022,8:00,17:00,9,362.05,0,0,0
5,October,2022,10/28/2022,8:00,17:00,9,133.93,0,0,0
6,October,2022,10/28/2022,8:00,17:00,9,133.93,0,0,0
7,October,2022,10/28/2022,8:00,17:00,9,142.86,0,0,0
8,October,2022,10/28/2022,8:00,17:00,9,142.86,0,0,0
9,October,2022,10/28/2022,8:00,17:00,9,133.93,0,0,0
10,October,2022,10/28/2022,8:00,17:00,9,133.93,0,0,0
11,October,2022,10/28/2022,8:00,17:00,9,229.02,0,0,0
12,October,2022,10/28/2022,8:00,17:00,9,249.11,0,0,0
13,October,2022,10/28/2022,8:00,17:00,9,377.98,0,0,0
14,October,2022,10/28/2022,8:00,17:00,9,138.39,0,0,0
15,October,2022,10/28/2022,8:00,17:00,9,138.39,0,0,0
16,October,2022,10/28/2022,8:00,17:00,9,142.86,0,0,0
17,October,2022,10/28/2022,8:00,17:00,9,133.93,0,0,0
18,October,2022,10/28/2022,8:00,17:00,9,133.93,0,0,0
19,October,2022,10/28/2022,8:00,17:00,9,142.86,0,0,0
20,October,2022,10/28/2022,8:00,17:00,9,147.32,0,0,0
21,October,2022,10/28/2022,8:00,17:00,9,147.32,0,0,0
22,October,2022,10/28/2022,8:00,17:00,9,142.86,0,0,0
23,October,2022,10/28/2022,8:00,17:00,9,133.93,0,0,0
24,October,2022,10/28/2022,8:00,17:00,9,133.93,0,0,0
25,October,2022,10/28/2022,8:00,17:00,9,133.93,0,0,0
1,October,2022,10/31/2022,8:00,17:00,9,373.04,0,0,0
2,October,2022,10/31/2022,8:00,17:00,9,255.8,0,0,0
3,October,2022,10/31/2022,8:00,17:00,9,255.8,0,0,0
4,October,2022,10/31/2022,8:00,17:00,9,362.05,0,0,0
5,October,2022,10/31/2022,8:00,17:00,9,133.93,0,0,0
6,October,2022,10/31/2022,8:00,17:00,9,133.93,0,0,0
7,October,2022,10/31/2022,8:27,17:00,8.55,142.86,0,0,0
8,October,2022,10/31/2022,8:01,17:00,8.98,142.86,0,0,0
9,October,2022,10/31/2022,8:05,17:00,8.92,133.93,0,0,0
10,October,2022,10/31/2022,8:00,17:00,9,133.93,0,0,0
11,October,2022,10/31/2022,8:00,17:00,9,229.02,0,0,0
12,October,2022,10/31/2022,8:00,17:00,9,249.11,0,0,0
13,October,2022,10/31/2022,8:00,17:00,9,377.98,0,0,0
14,October,2022,10/31/2022,8:00,17:00,9,138.39,0,0,0
15,October,2022,10/31/2022,8:00,17:00,9,138.39,0,0,0
16,October,2022,10/31/2022,8:28,17:00,8.53,142.86,0,0,0
17,October,2022,10/31/2022,8:00,17:00,9,133.93,0,0,0
18,October,2022,10/31/2022,8:00,17:00,9,133.93,0,0,0
19,October,2022,10/31/2022,8:00,17:00,9,142.86,0,0,0
20,October,2022,10/31/2022,8:00,17:00,9,147.32,0,0,0
21,October,2022,10/31/2022,8:11,17:00,8.82,147.32,0,0,0
22,October,2022,10/31/2022,8:00,17:00,9,142.86,0,0,0
23,October,2022,10/31/2022,8:00,17:00,9,133.93,0,0,0
24,October,2022,10/31/2022,8:21,17:00,8.65,133.93,0,0,0
25,October,2022,10/31/2022,8:00,17:00,9,133.93,0,0,0
1,November,2022,11/1/2022,0:00,0:00,0,373.04,1500,1000,1000
2,November,2022,11/1/2022,0:00,0:00,0,255.8,1500,800,800
3,November,2022,11/1/2022,0:00,0:00,0,255.8,1500,800,800
4,November,2022,11/1/2022,0:00,0:00,0,362.05,1500,1000,1000
5,November,2022,11/1/2022,0:00,0:00,0,133.93,1500,500,500
6,November,2022,11/1/2022,0:00,0:00,0,133.93,1500,500,500
7,November,2022,11/1/2022,0:00,0:00,0,142.86,1500,500,500
8,November,2022,11/1/2022,0:00,0:00,0,142.86,1500,500,500
9,November,2022,11/1/2022,0:00,0:00,0,133.93,1500,500,500
10,November,2022,11/1/2022,0:00,0:00,0,133.93,1500,500,500
11,November,2022,11/1/2022,0:00,0:00,0,229.02,1500,800,800
12,November,2022,11/1/2022,0:00,0:00,0,249.11,1500,800,800
13,November,2022,11/1/2022,0:00,0:00,0,377.98,1500,1000,1000
14,November,2022,11/1/2022,0:00,0:00,0,138.39,1500,500,500
15,November,2022,11/1/2022,0:00,0:00,0,138.39,0,0,0
16,November,2022,11/1/2022,0:00,0:00,0,142.86,0,0,0
17,November,2022,11/1/2022,0:00,0:00,0,133.93,0,0,0
18,November,2022,11/1/2022,0:00,0:00,0,133.93,0,0,0
19,November,2022,11/1/2022,0:00,0:00,0,142.86,0,0,0
20,November,2022,11/1/2022,0:00,0:00,0,147.32,0,0,0
21,November,2022,11/1/2022,0:00,0:00,0,147.32,0,0,0
22,November,2022,11/1/2022,0:00,0:00,0,142.86,0,0,0
23,November,2022,11/1/2022,0:00,0:00,0,133.93,0,0,0
24,November,2022,11/1/2022,0:00,0:00,0,133.93,0,0,0
25,November,2022,11/1/2022,0:00,0:00,0,133.93,0,0,0
1,November,2022,11/2/2022,8:00,17:00,9,373.04,0,0,0
2,November,2022,11/2/2022,8:00,17:00,9,255.8,0,0,0
3,November,2022,11/2/2022,8:00,17:00,9,255.8,0,0,0
4,November,2022,11/2/2022,8:00,17:00,9,362.05,0,0,0
5,November,2022,11/2/2022,8:15,17:00,8.75,133.93,0,0,0
6,November,2022,11/2/2022,8:00,17:00,9,133.93,0,0,0
7,November,2022,11/2/2022,8:00,17:00,9,142.86,0,0,0
8,November,2022,11/2/2022,8:00,17:00,9,142.86,0,0,0
9,November,2022,11/2/2022,8:00,17:00,9,133.93,0,0,0
10,November,2022,11/2/2022,8:00,17:00,9,133.93,0,0,0
11,November,2022,11/2/2022,10:30,17:00,6.5,229.02,0,0,0
12,November,2022,11/2/2022,8:00,17:00,9,249.11,0,0,0
13,November,2022,11/2/2022,8:00,17:00,9,377.98,0,0,0
14,November,2022,11/2/2022,8:00,17:00,9,138.39,0,0,0
15,November,2022,11/2/2022,8:00,17:00,9,138.39,0,0,0
16,November,2022,11/2/2022,8:00,17:00,9,142.86,0,0,0
17,November,2022,11/2/2022,8:00,17:00,9,133.93,0,0,0
18,November,2022,11/2/2022,8:00,17:00,9,133.93,0,0,0
19,November,2022,11/2/2022,8:00,17:00,9,142.86,0,0,0
20,November,2022,11/2/2022,8:00,17:00,9,147.32,0,0,0
21,November,2022,11/2/2022,13:00,17:00,4,147.32,0,0,0
22,November,2022,11/2/2022,8:00,17:00,9,142.86,0,0,0
23,November,2022,11/2/2022,8:00,17:00,9,133.93,0,0,0
24,November,2022,11/2/2022,8:00,17:00,9,133.93,0,0,0
25,November,2022,11/2/2022,8:00,17:00,9,133.93,0,0,0
1,November,2022,11/3/2022,8:00,17:00,9,373.04,0,0,0
2,November,2022,11/3/2022,8:00,17:00,9,255.8,0,0,0
3,November,2022,11/3/2022,11:30,17:00,5.5,255.8,0,0,0
4,November,2022,11/3/2022,8:00,17:00,9,362.05,0,0,0
5,November,2022,11/3/2022,8:00,17:00,9,133.93,0,0,0
6,November,2022,11/3/2022,8:00,17:00,9,133.93,0,0,0
7,November,2022,11/3/2022,8:00,17:00,9,142.86,0,0,0
8,November,2022,11/3/2022,8:10,17:00,8.83,142.86,0,0,0
9,November,2022,11/3/2022,8:00,17:00,9,133.93,0,0,0
10,November,2022,11/3/2022,8:00,17:00,9,133.93,0,0,0
11,November,2022,11/3/2022,8:00,17:00,9,229.02,0,0,0
12,November,2022,11/3/2022,8:00,17:00,9,249.11,0,0,0
13,November,2022,11/3/2022,8:00,17:00,9,377.98,0,0,0
14,November,2022,11/3/2022,8:00,17:00,9,138.39,0,0,0
15,November,2022,11/3/2022,8:00,17:00,9,138.39,0,0,0
16,November,2022,11/3/2022,8:00,17:00,9,142.86,0,0,0
17,November,2022,11/3/2022,8:05,17:00,8.92,133.93,0,0,0
18,November,2022,11/3/2022,8:00,17:00,9,133.93,0,0,0
19,November,2022,11/3/2022,8:00,17:00,9,142.86,0,0,0
20,November,2022,11/3/2022,8:00,17:00,9,147.32,0,0,0
21,November,2022,11/3/2022,8:00,17:00,9,147.32,0,0,0
22,November,2022,11/3/2022,8:00,17:00,9,142.86,0,0,0
23,November,2022,11/3/2022,9:00,17:00,8,133.93,0,0,0
24,November,2022,11/3/2022,8:00,17:00,9,133.93,0,0,0
25,November,2022,11/3/2022,8:00,17:00,9,133.93,0,0,0
1,November,2022,11/4/2022,8:00,17:00,9,373.04,0,0,0
2,November,2022,11/4/2022,8:00,17:00,9,255.8,0,0,0
3,November,2022,11/4/2022,8:00,17:00,9,255.8,0,0,0
4,November,2022,11/4/2022,8:00,17:00,9,362.05,0,0,0
5,November,2022,11/4/2022,8:00,17:00,9,133.93,0,0,0
6,November,2022,11/4/2022,8:00,17:00,9,133.93,0,0,0
7,November,2022,11/4/2022,8:00,17:00,9,142.86,0,0,0
8,November,2022,11/4/2022,8:00,17:00,9,142.86,0,0,0
9,November,2022,11/4/2022,8:00,17:00,9,133.93,0,0,0
10,November,2022,11/4/2022,8:00,17:00,9,133.93,0,0,0
11,November,2022,11/4/2022,8:00,17:00,9,229.02,0,0,0
12,November,2022,11/4/2022,8:00,17:00,9,249.11,0,0,0
13,November,2022,11/4/2022,8:00,17:00,9,377.98,0,0,0
14,November,2022,11/4/2022,8:00,17:00,9,138.39,0,0,0
15,November,2022,11/4/2022,8:00,17:00,9,138.39,0,0,0
16,November,2022,11/4/2022,8:00,17:00,9,142.86,0,0,0
17,November,2022,11/4/2022,8:00,17:00,9,133.93,0,0,0
18,November,2022,11/4/2022,8:00,17:00,9,133.93,0,0,0
19,November,2022,11/4/2022,8:00,17:00,9,142.86,0,0,0
20,November,2022,11/4/2022,8:00,17:00,9,147.32,0,0,0
21,November,2022,11/4/2022,8:00,17:00,9,147.32,0,0,0
22,November,2022,11/4/2022,8:00,17:00,9,142.86,0,0,0
23,November,2022,11/4/2022,0:00,0:00,0,133.93,0,0,0
24,November,2022,11/4/2022,8:00,17:00,9,133.93,0,0,0
25,November,2022,11/4/2022,8:00,17:00,9,133.93,0,0,0
1,November,2022,11/7/2022,8:00,17:00,9,373.04,0,0,0
2,November,2022,11/7/2022,8:00,17:00,9,255.8,0,0,0
3,November,2022,11/7/2022,8:00,17:00,9,255.8,0,0,0
4,November,2022,11/7/2022,8:00,17:00,9,362.05,0,0,0
5,November,2022,11/7/2022,8:00,17:00,9,133.93,0,0,0
6,November,2022,11/7/2022,8:00,17:00,9,133.93,0,0,0
7,November,2022,11/7/2022,8:00,17:00,9,142.86,0,0,0
8,November,2022,11/7/2022,8:00,17:00,9,142.86,0,0,0
9,November,2022,11/7/2022,8:00,17:00,9,133.93,0,0,0
10,November,2022,11/7/2022,8:00,17:00,9,133.93,0,0,0
11,November,2022,11/7/2022,8:00,17:00,9,229.02,0,0,0
12,November,2022,11/7/2022,8:00,17:00,9,249.11,0,0,0
13,November,2022,11/7/2022,10:00,17:00,7,377.98,0,0,0
14,November,2022,11/7/2022,10:00,17:00,7,138.39,0,0,0
15,November,2022,11/7/2022,10:00,17:00,7,138.39,0,0,0
16,November,2022,11/7/2022,10:00,17:00,7,142.86,0,0,0
17,November,2022,11/7/2022,10:00,17:00,7,133.93,0,0,0
18,November,2022,11/7/2022,10:00,17:00,7,133.93,0,0,0
19,November,2022,11/7/2022,10:00,17:00,7,142.86,0,0,0
20,November,2022,11/7/2022,10:00,17:00,7,147.32,0,0,0
21,November,2022,11/7/2022,10:00,17:00,7,147.32,0,0,0
22,November,2022,11/7/2022,10:00,17:00,7,142.86,0,0,0
23,November,2022,11/7/2022,10:00,17:00,7,133.93,0,0,0
24,November,2022,11/7/2022,10:00,17:00,7,133.93,0,0,0
25,November,2022,11/7/2022,10:00,17:00,7,133.93,0,0,0
1,November,2022,11/8/2022,8:00,17:00,9,373.04,0,0,0
2,November,2022,11/8/2022,8:00,17:00,9,255.8,0,0,0
3,November,2022,11/8/2022,8:00,17:00,9,255.8,0,0,0
4,November,2022,11/8/2022,8:00,17:00,9,362.05,0,0,0
5,November,2022,11/8/2022,8:00,17:00,9,133.93,0,0,0
6,November,2022,11/8/2022,8:00,17:00,9,133.93,0,0,0
7,November,2022,11/8/2022,8:00,17:00,9,142.86,0,0,0
8,November,2022,11/8/2022,8:00,17:00,9,142.86,0,0,0
9,November,2022,11/8/2022,8:00,17:00,9,133.93,0,0,0
10,November,2022,11/8/2022,8:00,17:00,9,133.93,0,0,0
11,November,2022,11/8/2022,8:00,17:00,9,229.02,0,0,0
12,November,2022,11/8/2022,8:00,17:00,9,249.11,0,0,0
13,November,2022,11/8/2022,8:00,17:00,9,377.98,0,0,0
14,November,2022,11/8/2022,8:00,17:00,9,138.39,0,0,0
15,November,2022,11/8/2022,8:00,17:00,9,138.39,0,0,0
16,November,2022,11/8/2022,8:00,17:00,9,142.86,0,0,0
17,November,2022,11/8/2022,8:00,17:00,9,133.93,0,0,0
18,November,2022,11/8/2022,8:00,17:00,9,133.93,0,0,0
19,November,2022,11/8/2022,8:00,17:00,9,142.86,0,0,0
